Class::Test,LevenbergMarquardtOptimizer:166, LevenbergMarquardtOptimizer:169, LevenbergMarquardtOptimizer:172, LevenbergMarquardtOptimizer:173, LevenbergMarquardtOptimizer:174, LevenbergMarquardtOptimizer:175, LevenbergMarquardtOptimizer:176, LevenbergMarquardtOptimizer:177, LevenbergMarquardtOptimizer:179, LevenbergMarquardtOptimizer:191, LevenbergMarquardtOptimizer:192, LevenbergMarquardtOptimizer:201, LevenbergMarquardtOptimizer:202, LevenbergMarquardtOptimizer:212, LevenbergMarquardtOptimizer:213, LevenbergMarquardtOptimizer:223, LevenbergMarquardtOptimizer:224, LevenbergMarquardtOptimizer:236, LevenbergMarquardtOptimizer:237, LevenbergMarquardtOptimizer:245, LevenbergMarquardtOptimizer:246, LevenbergMarquardtOptimizer:247, LevenbergMarquardtOptimizer:248, LevenbergMarquardtOptimizer:249, LevenbergMarquardtOptimizer:250, LevenbergMarquardtOptimizer:253, LevenbergMarquardtOptimizer:254, LevenbergMarquardtOptimizer:255, LevenbergMarquardtOptimizer:256, LevenbergMarquardtOptimizer:257, LevenbergMarquardtOptimizer:258, LevenbergMarquardtOptimizer:259, LevenbergMarquardtOptimizer:260, LevenbergMarquardtOptimizer:261, LevenbergMarquardtOptimizer:262, LevenbergMarquardtOptimizer:265, LevenbergMarquardtOptimizer:268, LevenbergMarquardtOptimizer:269, LevenbergMarquardtOptimizer:270, LevenbergMarquardtOptimizer:272, LevenbergMarquardtOptimizer:273, LevenbergMarquardtOptimizer:275, LevenbergMarquardtOptimizer:278, LevenbergMarquardtOptimizer:279, LevenbergMarquardtOptimizer:280, LevenbergMarquardtOptimizer:283, LevenbergMarquardtOptimizer:286, LevenbergMarquardtOptimizer:287, LevenbergMarquardtOptimizer:288, LevenbergMarquardtOptimizer:291, LevenbergMarquardtOptimizer:295, LevenbergMarquardtOptimizer:296, LevenbergMarquardtOptimizer:297, LevenbergMarquardtOptimizer:298, LevenbergMarquardtOptimizer:299, LevenbergMarquardtOptimizer:301, LevenbergMarquardtOptimizer:302, LevenbergMarquardtOptimizer:303, LevenbergMarquardtOptimizer:305, LevenbergMarquardtOptimizer:308, LevenbergMarquardtOptimizer:313, LevenbergMarquardtOptimizer:314, LevenbergMarquardtOptimizer:315, LevenbergMarquardtOptimizer:316, LevenbergMarquardtOptimizer:317, LevenbergMarquardtOptimizer:318, LevenbergMarquardtOptimizer:319, LevenbergMarquardtOptimizer:320, LevenbergMarquardtOptimizer:321, LevenbergMarquardtOptimizer:323, LevenbergMarquardtOptimizer:327, LevenbergMarquardtOptimizer:329, LevenbergMarquardtOptimizer:330, LevenbergMarquardtOptimizer:331, LevenbergMarquardtOptimizer:335, LevenbergMarquardtOptimizer:336, LevenbergMarquardtOptimizer:340, LevenbergMarquardtOptimizer:343, LevenbergMarquardtOptimizer:344, LevenbergMarquardtOptimizer:345, LevenbergMarquardtOptimizer:347, LevenbergMarquardtOptimizer:348, LevenbergMarquardtOptimizer:349, LevenbergMarquardtOptimizer:350, LevenbergMarquardtOptimizer:351, LevenbergMarquardtOptimizer:352, LevenbergMarquardtOptimizer:353, LevenbergMarquardtOptimizer:356, LevenbergMarquardtOptimizer:359, LevenbergMarquardtOptimizer:360, LevenbergMarquardtOptimizer:361, LevenbergMarquardtOptimizer:362, LevenbergMarquardtOptimizer:363, LevenbergMarquardtOptimizer:364, LevenbergMarquardtOptimizer:365, LevenbergMarquardtOptimizer:367, LevenbergMarquardtOptimizer:369, LevenbergMarquardtOptimizer:370, LevenbergMarquardtOptimizer:374, LevenbergMarquardtOptimizer:377, LevenbergMarquardtOptimizer:378, LevenbergMarquardtOptimizer:379, LevenbergMarquardtOptimizer:380, LevenbergMarquardtOptimizer:385, LevenbergMarquardtOptimizer:386, LevenbergMarquardtOptimizer:387, LevenbergMarquardtOptimizer:388, LevenbergMarquardtOptimizer:389, LevenbergMarquardtOptimizer:390, LevenbergMarquardtOptimizer:393, LevenbergMarquardtOptimizer:394, LevenbergMarquardtOptimizer:395, LevenbergMarquardtOptimizer:397, LevenbergMarquardtOptimizer:398, LevenbergMarquardtOptimizer:399, LevenbergMarquardtOptimizer:400, LevenbergMarquardtOptimizer:401, LevenbergMarquardtOptimizer:404, LevenbergMarquardtOptimizer:407, LevenbergMarquardtOptimizer:408, LevenbergMarquardtOptimizer:410, LevenbergMarquardtOptimizer:411, LevenbergMarquardtOptimizer:413, LevenbergMarquardtOptimizer:414, LevenbergMarquardtOptimizer:415, LevenbergMarquardtOptimizer:416, LevenbergMarquardtOptimizer:417, LevenbergMarquardtOptimizer:421, LevenbergMarquardtOptimizer:423, LevenbergMarquardtOptimizer:424, LevenbergMarquardtOptimizer:425, LevenbergMarquardtOptimizer:426, LevenbergMarquardtOptimizer:427, LevenbergMarquardtOptimizer:429, LevenbergMarquardtOptimizer:430, LevenbergMarquardtOptimizer:433, LevenbergMarquardtOptimizer:435, LevenbergMarquardtOptimizer:436, LevenbergMarquardtOptimizer:441, LevenbergMarquardtOptimizer:442, LevenbergMarquardtOptimizer:443, LevenbergMarquardtOptimizer:444, LevenbergMarquardtOptimizer:446, LevenbergMarquardtOptimizer:447, LevenbergMarquardtOptimizer:448, LevenbergMarquardtOptimizer:449, LevenbergMarquardtOptimizer:450, LevenbergMarquardtOptimizer:451, LevenbergMarquardtOptimizer:453, LevenbergMarquardtOptimizer:454, LevenbergMarquardtOptimizer:458, LevenbergMarquardtOptimizer:463, LevenbergMarquardtOptimizer:464, LevenbergMarquardtOptimizer:465, LevenbergMarquardtOptimizer:466, LevenbergMarquardtOptimizer:467, LevenbergMarquardtOptimizer:468, LevenbergMarquardtOptimizer:469, LevenbergMarquardtOptimizer:470, LevenbergMarquardtOptimizer:471, LevenbergMarquardtOptimizer:474, LevenbergMarquardtOptimizer:476, LevenbergMarquardtOptimizer:507, LevenbergMarquardtOptimizer:508, LevenbergMarquardtOptimizer:510, LevenbergMarquardtOptimizer:511, LevenbergMarquardtOptimizer:513, LevenbergMarquardtOptimizer:514, LevenbergMarquardtOptimizer:515, LevenbergMarquardtOptimizer:516, LevenbergMarquardtOptimizer:517, LevenbergMarquardtOptimizer:519, LevenbergMarquardtOptimizer:524, LevenbergMarquardtOptimizer:525, LevenbergMarquardtOptimizer:526, LevenbergMarquardtOptimizer:527, LevenbergMarquardtOptimizer:528, LevenbergMarquardtOptimizer:529, LevenbergMarquardtOptimizer:531, LevenbergMarquardtOptimizer:532, LevenbergMarquardtOptimizer:533, LevenbergMarquardtOptimizer:534, LevenbergMarquardtOptimizer:535, LevenbergMarquardtOptimizer:542, LevenbergMarquardtOptimizer:543, LevenbergMarquardtOptimizer:544, LevenbergMarquardtOptimizer:545, LevenbergMarquardtOptimizer:546, LevenbergMarquardtOptimizer:548, LevenbergMarquardtOptimizer:549, LevenbergMarquardtOptimizer:550, LevenbergMarquardtOptimizer:551, LevenbergMarquardtOptimizer:552, LevenbergMarquardtOptimizer:553, LevenbergMarquardtOptimizer:555, LevenbergMarquardtOptimizer:556, LevenbergMarquardtOptimizer:557, LevenbergMarquardtOptimizer:559, LevenbergMarquardtOptimizer:563, LevenbergMarquardtOptimizer:564, LevenbergMarquardtOptimizer:565, LevenbergMarquardtOptimizer:566, LevenbergMarquardtOptimizer:567, LevenbergMarquardtOptimizer:568, LevenbergMarquardtOptimizer:570, LevenbergMarquardtOptimizer:571, LevenbergMarquardtOptimizer:573, LevenbergMarquardtOptimizer:574, LevenbergMarquardtOptimizer:575, LevenbergMarquardtOptimizer:577, LevenbergMarquardtOptimizer:582, LevenbergMarquardtOptimizer:583, LevenbergMarquardtOptimizer:584, LevenbergMarquardtOptimizer:587, LevenbergMarquardtOptimizer:590, LevenbergMarquardtOptimizer:591, LevenbergMarquardtOptimizer:593, LevenbergMarquardtOptimizer:594, LevenbergMarquardtOptimizer:595, LevenbergMarquardtOptimizer:596, LevenbergMarquardtOptimizer:598, LevenbergMarquardtOptimizer:600, LevenbergMarquardtOptimizer:601, LevenbergMarquardtOptimizer:602, LevenbergMarquardtOptimizer:603, LevenbergMarquardtOptimizer:604, LevenbergMarquardtOptimizer:605, LevenbergMarquardtOptimizer:607, LevenbergMarquardtOptimizer:608, LevenbergMarquardtOptimizer:609, LevenbergMarquardtOptimizer:613, LevenbergMarquardtOptimizer:615, LevenbergMarquardtOptimizer:619, LevenbergMarquardtOptimizer:620, LevenbergMarquardtOptimizer:621, LevenbergMarquardtOptimizer:623, LevenbergMarquardtOptimizer:624, LevenbergMarquardtOptimizer:625, LevenbergMarquardtOptimizer:626, LevenbergMarquardtOptimizer:627, LevenbergMarquardtOptimizer:628, LevenbergMarquardtOptimizer:631, LevenbergMarquardtOptimizer:632, LevenbergMarquardtOptimizer:633, LevenbergMarquardtOptimizer:634, LevenbergMarquardtOptimizer:636, LevenbergMarquardtOptimizer:639, LevenbergMarquardtOptimizer:640, LevenbergMarquardtOptimizer:641, LevenbergMarquardtOptimizer:642, LevenbergMarquardtOptimizer:646, LevenbergMarquardtOptimizer:649, LevenbergMarquardtOptimizer:676, LevenbergMarquardtOptimizer:677, LevenbergMarquardtOptimizer:678, LevenbergMarquardtOptimizer:679, LevenbergMarquardtOptimizer:681, LevenbergMarquardtOptimizer:682, LevenbergMarquardtOptimizer:686, LevenbergMarquardtOptimizer:690, LevenbergMarquardtOptimizer:691, LevenbergMarquardtOptimizer:692, LevenbergMarquardtOptimizer:693, LevenbergMarquardtOptimizer:695, LevenbergMarquardtOptimizer:700, LevenbergMarquardtOptimizer:701, LevenbergMarquardtOptimizer:702, LevenbergMarquardtOptimizer:706, LevenbergMarquardtOptimizer:710, LevenbergMarquardtOptimizer:711, LevenbergMarquardtOptimizer:712, LevenbergMarquardtOptimizer:713, LevenbergMarquardtOptimizer:714, LevenbergMarquardtOptimizer:715, LevenbergMarquardtOptimizer:716, LevenbergMarquardtOptimizer:717, LevenbergMarquardtOptimizer:718, LevenbergMarquardtOptimizer:723, LevenbergMarquardtOptimizer:724, LevenbergMarquardtOptimizer:725, LevenbergMarquardtOptimizer:726, LevenbergMarquardtOptimizer:729, LevenbergMarquardtOptimizer:730, LevenbergMarquardtOptimizer:731, LevenbergMarquardtOptimizer:732, LevenbergMarquardtOptimizer:733, LevenbergMarquardtOptimizer:741, LevenbergMarquardtOptimizer:742, LevenbergMarquardtOptimizer:748, LevenbergMarquardtOptimizer:749, LevenbergMarquardtOptimizer:750, LevenbergMarquardtOptimizer:751, LevenbergMarquardtOptimizer:753, LevenbergMarquardtOptimizer:754, LevenbergMarquardtOptimizer:757, LevenbergMarquardtOptimizer:758, LevenbergMarquardtOptimizer:759, LevenbergMarquardtOptimizer:760, LevenbergMarquardtOptimizer:761, LevenbergMarquardtOptimizer:762, LevenbergMarquardtOptimizer:764, LevenbergMarquardtOptimizer:769, LevenbergMarquardtOptimizer:770, LevenbergMarquardtOptimizer:773, LevenbergMarquardtOptimizer:800, LevenbergMarquardtOptimizer:801, LevenbergMarquardtOptimizer:802, LevenbergMarquardtOptimizer:803, LevenbergMarquardtOptimizer:804, LevenbergMarquardtOptimizer:805, LevenbergMarquardtOptimizer:807, LevenbergMarquardtOptimizer:811, LevenbergMarquardtOptimizer:814, LevenbergMarquardtOptimizer:815, LevenbergMarquardtOptimizer:816, LevenbergMarquardtOptimizer:817, LevenbergMarquardtOptimizer:818, LevenbergMarquardtOptimizer:819, LevenbergMarquardtOptimizer:820, LevenbergMarquardtOptimizer:822, LevenbergMarquardtOptimizer:823, LevenbergMarquardtOptimizer:824, LevenbergMarquardtOptimizer:826, LevenbergMarquardtOptimizer:827, LevenbergMarquardtOptimizer:828, LevenbergMarquardtOptimizer:831, LevenbergMarquardtOptimizer:832, LevenbergMarquardtOptimizer:833, LevenbergMarquardtOptimizer:835, LevenbergMarquardtOptimizer:836, LevenbergMarquardtOptimizer:837, LevenbergMarquardtOptimizer:840, LevenbergMarquardtOptimizer:841, LevenbergMarquardtOptimizer:842, LevenbergMarquardtOptimizer:843, LevenbergMarquardtOptimizer:846, LevenbergMarquardtOptimizer:847, LevenbergMarquardtOptimizer:850, LevenbergMarquardtOptimizer:851, LevenbergMarquardtOptimizer:852, LevenbergMarquardtOptimizer:853, LevenbergMarquardtOptimizer:855, LevenbergMarquardtOptimizer:856, LevenbergMarquardtOptimizer:857, LevenbergMarquardtOptimizer:863, LevenbergMarquardtOptimizer:865, LevenbergMarquardtOptimizer:873, LevenbergMarquardtOptimizer:874, LevenbergMarquardtOptimizer:875, LevenbergMarquardtOptimizer:876, LevenbergMarquardtOptimizer:877, LevenbergMarquardtOptimizer:879, LevenbergMarquardtOptimizer:880, LevenbergMarquardtOptimizer:881, LevenbergMarquardtOptimizer:884, 
RegressionTest0::test043, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test044, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test045, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test046, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test047, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test048, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test049, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test050, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test051, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test052, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
