Class::Test,AbstractLeastSquaresOptimizer:172, AbstractLeastSquaresOptimizer:177, AbstractLeastSquaresOptimizer:181, AbstractLeastSquaresOptimizer:183, AbstractLeastSquaresOptimizer:372, AbstractLeastSquaresOptimizer:379, AbstractLeastSquaresOptimizer:405, AbstractLeastSquaresOptimizer:542, AbstractLeastSquaresOptimizer:548, AbstractLeastSquaresOptimizer:562, AbstractLeastSquaresOptimizer:565, 
RegressionTest0::test259, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test260, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test261, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test262, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test263, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test264, 1,0.5,1,1,0,0,0,0.5,1,0.5,1,
RegressionTest0::test265, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test266, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test267, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test268, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test269, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test270, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test271, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test272, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test273, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test274, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test275, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test276, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test277, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test278, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test279, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test280, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test281, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test282, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test283, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test284, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test285, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test286, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test287, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test288, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test289, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test290, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test291, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test292, 1,0.5,1,1,0,0,0,0.5,1,0.5,1,
RegressionTest0::test293, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test294, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test295, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test296, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test297, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test298, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test299, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test300, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test301, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test302, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test303, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test304, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test305, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test306, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test307, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test308, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test309, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test310, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test311, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test312, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test313, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test314, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test315, 1,0.5,1,1,0,0,0,0.5,1,0.5,1,
RegressionTest0::test316, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test317, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test318, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test319, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test320, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test321, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test322, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test323, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test324, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test325, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test326, 1,0.5,1,1,0,0,0,0.5,1,0.5,1,
RegressionTest0::test327, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test328, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test329, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test330, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test331, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test332, 1,0.5,1,1,0,0,0,0.5,1,0.5,1,
RegressionTest0::test333, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test334, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test335, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test336, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test337, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test338, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test339, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test340, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test341, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test342, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test343, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test344, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test345, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test346, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test347, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test348, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test349, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test350, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test351, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test352, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test353, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test354, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test355, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test356, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test357, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test358, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test359, 0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest0::test360, 1,0.5,1,1,0,0,0,0.5,1,0.5,1,
RegressionTest0::test361, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test362, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test363, 1,0.5,1,1,0,0,0,0.5,1,0.5,1,
RegressionTest0::test364, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test365, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test366, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test367, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test368, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test369, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test370, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test371, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test372, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test373, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test374, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test375, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test376, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test377, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test378, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test379, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test380, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test381, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test382, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test383, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test384, 0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test385, 0,0,0,0,0,0,0,0,0,0,0,
