Class::Test,Cleaner:43, Cleaner:64, Cleaner:77, Cleaner:78, Cleaner:81, Cleaner:92, Cleaner:108, Cleaner:109, 
RegressionTest1::test555, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test556, 0.5,0.5,1,0.5,0,1,0,0,
RegressionTest1::test557, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test558, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test559, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test560, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test561, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test562, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test563, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test564, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test565, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test566, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test567, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test568, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test569, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test570, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test571, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test572, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test573, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test574, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test575, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test576, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test577, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test578, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test579, 0,0,0,0,0,0,0,0,
RegressionTest1::test580, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test581, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test582, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test583, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test584, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test585, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test586, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test587, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test588, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test589, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test590, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test591, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test592, 0.5,0.5,1,0.5,0,1,0,0,
RegressionTest1::test593, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test594, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test595, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test596, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test597, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test598, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test599, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test600, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test601, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test602, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test603, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test604, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test605, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test606, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test607, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test608, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test609, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test610, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test611, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test612, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test613, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test614, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test615, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test616, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test617, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test618, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test619, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test620, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test621, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test622, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test623, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test624, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test625, 0,0,0,0,0,0,0,0,
RegressionTest1::test626, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test627, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test628, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test629, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test630, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test631, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test632, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test633, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test634, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test635, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test636, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test637, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test638, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test639, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test640, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test641, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test642, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test643, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test644, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test645, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test646, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test647, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test648, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test649, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test650, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test651, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test652, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test653, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test654, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test655, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test656, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test657, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test658, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test659, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test660, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test661, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test662, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test663, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test664, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test665, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test666, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test667, 0,0,0,0,0,0,0,0,
RegressionTest1::test668, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test669, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test670, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test671, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test672, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test673, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test674, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test675, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test676, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test677, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test678, 0.5,0.5,1,0.5,0,1,0,0,
RegressionTest1::test679, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test680, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test681, 0,0.5,0.5,0,0,0,0,0,
RegressionTest1::test682, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test683, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test684, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test685, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test686, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test687, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test688, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test689, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test690, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test691, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test692, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test693, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test694, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test695, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test696, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test697, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test698, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test699, 0.5,0.5,1,0.5,0,1,0,0,
RegressionTest1::test700, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test701, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test702, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test703, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test704, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test705, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test706, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test707, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test708, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test709, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test710, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test711, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test712, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test713, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test714, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test715, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test716, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test717, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test718, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test719, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test720, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test721, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test722, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test723, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test724, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test725, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test726, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test727, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test728, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test729, 0.5,0.5,1,0.5,0,1,0,0,
RegressionTest1::test730, 0.5,0.5,1,0.5,0,1,0,0,
RegressionTest1::test731, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test732, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test733, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test734, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test735, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test736, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test737, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test738, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test739, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test740, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test741, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test742, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test743, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test744, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test745, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test746, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test747, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test748, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test749, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test750, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test751, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test752, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test753, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test754, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test755, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test756, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test757, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test758, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test759, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test760, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test761, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test762, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test763, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test764, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test765, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test766, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test767, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test768, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test769, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test770, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test771, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test772, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test773, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test774, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test775, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test776, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test777, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test778, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test779, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test780, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test781, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test782, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test783, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test784, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test785, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test786, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test787, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test788, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test789, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test790, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test791, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test792, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test793, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test794, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test795, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test796, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test797, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test798, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test799, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test800, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test801, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test802, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test803, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test804, 0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test805, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test806, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test807, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test808, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test809, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test810, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test811, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test812, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test813, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test814, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test815, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test816, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test817, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test818, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test819, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test820, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test821, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test822, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test823, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test824, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test825, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test826, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test827, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test828, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test829, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test830, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test831, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test832, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test833, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test834, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest1::test835, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test836, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest1::test837, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test001, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test002, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test003, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test004, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test005, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test006, 0,0,0,0,0,0,0,0,
RegressionTest0::test007, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test008, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test009, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test010, 0,0,0,0,0,0,0,0,
RegressionTest0::test011, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test012, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test013, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test014, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test015, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test016, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test017, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test018, 0,0,0,0,0,0,0,0,
RegressionTest0::test019, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test020, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test021, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test022, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test023, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test024, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test025, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test026, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test027, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test028, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test029, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test030, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test031, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test032, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test033, 0.5,0,1,0.5,0,1,0,0,
RegressionTest0::test034, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test035, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test036, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test037, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test038, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test039, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test040, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test041, 0,0,0,0,0,0,0,0,
RegressionTest0::test042, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test043, 0,0,0,0,0,0,0,0,
RegressionTest0::test044, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test045, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test046, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test047, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test048, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test049, 0,0,0,0,0,0,0,0,
